guard_subset,agent_model,context_length_name,comparison_variable,condition_a,condition_b,n_overlap,n_scorable_pairs,unsafe_pct_a,unsafe_pct_b,delta_percentage_points_b_minus_a,delta_ci95_low,delta_ci95_high,risk_ratio_b_over_a,a_safe_b_unsafe,a_unsafe_b_safe,mcnemar_exact_p
aprielguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,middle,3188,113,34.51327433628318,40.707964601769916,6.1946902654867255,1.7699115044247788,11.504424778761061,1.1794871794871795,8,1,0.0390625
aprielguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,end,3190,3190,35.23510971786834,9.184952978056426,-26.050156739811914,-27.712382445141067,-24.45141065830721,0.26067615658362986,31,862,6.75648542783639e-212
aprielguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,middle,end,3188,113,40.707964601769916,8.849557522123893,-31.858407079646017,-40.707964601769916,-23.893805309734514,0.21739130434782608,0,36,2.9103830456733704e-11
aprielguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,middle,3190,3190,28.526645768025077,32.445141065830725,3.918495297805643,2.6018808777429467,5.266457680250784,1.1373626373626375,301,176,1.1341884565676042e-08
aprielguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,end,3190,3190,28.526645768025077,10.344827586206897,-18.181818181818183,-19.561912225705328,-16.739811912225704,0.3626373626373626,39,619,2.2582702869774507e-135
aprielguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,middle,end,3190,3190,32.445141065830725,10.344827586206897,-22.10031347962382,-23.573667711598745,-20.6269592476489,0.3188405797101449,16,721,8.695366815878278e-190
aprielguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,middle,3190,3190,0.7210031347962382,22.85266457680251,22.13166144200627,20.65830721003135,23.605015673981192,31.695652173913047,715,9,3.288540248763519e-198
aprielguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,end,3190,3190,0.7210031347962382,22.758620689655174,22.037617554858933,20.62617554858934,23.385579937304072,31.565217391304348,710,7,5.498685717891085e-200
aprielguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,middle,end,3190,3190,22.85266457680251,22.758620689655174,-0.09404388714733543,-1.5047021943573669,1.316614420062696,0.9958847736625515,259,262,0.930188525592791
aprielguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,middle,3190,3190,10.9717868338558,13.5423197492163,2.5705329153605017,1.1598746081504703,3.9192789968651995,1.2342857142857142,288,206,0.00026021950537975336
aprielguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,end,3190,3190,10.9717868338558,23.385579937304072,12.413793103448276,10.909090909090908,13.919278996865199,2.1314285714285712,543,147,3.232702662631199e-54
aprielguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,middle,end,3190,3190,13.5423197492163,23.385579937304072,9.843260188087774,8.589341692789969,11.035266457680247,1.7268518518518519,387,73,1.060548021936464e-52
crest,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,middle,1237,33,42.42424242424242,48.484848484848484,6.0606060606060606,0.0,15.151515151515152,1.1428571428571428,2,0,0.5
crest,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,end,1237,1237,48.100242522231206,11.883589329021827,-36.216653193209375,-39.04607922392886,-33.46806790622473,0.24705882352941175,13,461,3.498762119057044e-118
crest,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,middle,end,1237,33,48.484848484848484,15.151515151515152,-33.33333333333333,-48.560606060606055,-18.181818181818183,0.3125,0,11,0.0009765625
crest,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,middle,1237,1237,40.98625707356508,43.654001616814874,2.667744543249798,0.5658852061438965,4.8504446240905414,1.0650887573964498,115,82,0.022372171371288677
crest,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,end,1237,1237,40.98625707356508,14.632174616006468,-26.354082457558608,-29.02384801940178,-23.60549717057397,0.3570019723865878,19,345,1.3146830586554542e-78
crest,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,middle,end,1237,1237,43.654001616814874,14.632174616006468,-29.021827000808408,-31.52789005658852,-26.515763945028294,0.3351851851851852,5,364,9.355523001825068e-101
crest,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,middle,1237,1237,1.2126111560226354,26.27324171382377,25.060630557801133,22.55456750202102,27.72837510105093,21.66666666666667,317,7,4.168617120956017e-84
crest,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,end,1237,1237,1.2126111560226354,26.354082457558608,25.141471301535972,22.714227970897333,27.566693613581243,21.733333333333334,317,6,1.7955009010653967e-85
crest,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,middle,end,1237,1237,26.27324171382377,26.354082457558608,0.08084074373484236,-2.1827000808407435,2.506063055780113,1.003076923076923,115,114,1.0
crest,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,middle,1237,1237,16.49151172190784,17.461600646725948,0.9700889248181084,-1.4551333872271623,3.5569927243330643,1.0588235294117647,135,123,0.49352606601265075
crest,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,end,1237,1237,16.49151172190784,28.53678253839935,12.045270816491511,9.296685529506872,14.715036378334672,1.730392156862745,237,88,6.216875267853266e-17
crest,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,middle,end,1237,1237,17.461600646725948,28.53678253839935,11.075181891673404,8.811641067097817,13.338722716248991,1.6342592592592593,172,35,6.392514153145794e-23
guardreasoner,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,middle,102,5,0.0,0.0,0.0,0.0,0.0,,0,0,1.0
guardreasoner,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,end,102,102,32.35294117647059,5.88235294117647,-26.47058823529412,-35.294117647058826,-18.627450980392158,0.1818181818181818,0,27,1.4901161193847656e-08
guardreasoner,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,middle,end,102,5,0.0,0.0,0.0,0.0,0.0,,0,0,1.0
guardreasoner,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,middle,102,102,27.450980392156865,20.588235294117645,-6.862745098039216,-14.730392156862745,1.9607843137254901,0.7499999999999999,6,13,0.1670684814453125
guardreasoner,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,end,102,102,27.450980392156865,1.9607843137254901,-25.49019607843137,-34.31372549019608,-16.666666666666664,0.07142857142857142,1,27,2.1606683731079102e-07
guardreasoner,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,middle,end,102,102,20.588235294117645,1.9607843137254901,-18.627450980392158,-26.47058823529412,-11.76470588235294,0.09523809523809525,0,19,3.814697265625e-06
guardreasoner,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,middle,102,102,0.0,11.76470588235294,11.76470588235294,5.88235294117647,18.627450980392158,inf,12,0,0.00048828125
guardreasoner,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,end,102,102,0.0,12.745098039215685,12.745098039215685,6.862745098039216,19.607843137254903,inf,13,0,0.000244140625
guardreasoner,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,middle,end,102,102,11.76470588235294,12.745098039215685,0.9803921568627451,-4.901960784313726,6.862745098039216,1.0833333333333333,5,4,1.0
guardreasoner,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,middle,102,102,4.901960784313726,7.8431372549019605,2.941176470588235,-3.9215686274509802,9.803921568627452,1.6,7,4,0.548828125
guardreasoner,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,end,102,102,4.901960784313726,13.725490196078432,8.823529411764707,2.941176470588235,15.686274509803921,2.8000000000000003,10,1,0.01171875
guardreasoner,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,middle,end,102,102,7.8431372549019605,13.725490196078432,5.88235294117647,0.9803921568627451,11.76470588235294,1.7500000000000002,7,1,0.0703125
wildguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,middle,18,1,0.0,100.0,100.0,,,inf,1,0,1.0
wildguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,end,18,18,27.77777777777778,5.555555555555555,-22.22222222222222,-44.44444444444444,-5.555555555555555,0.19999999999999998,0,4,0.125
